palabra1,palabra2,idioma1,idioma2,dist_euclidiana,dist_coseno,sim_ort,comparten_inicial,diff_len,label
invent,describe,en,en,0.994664692,0.505336447,0.285714286,0,2,O
assume,ignore,en,en,0.861380073,0.629027523,0.166666667,0,0,O
assume,admit,en,en,0.891859983,0.602286613,0.363636364,1,1,O
actually,assume,en,en,0.913943735,0.582357454,0.285714286,1,2,O
parents,attend,en,en,1.020027353,0.47976761,0.461538462,0,1,O
dinner,attend,en,en,1.032212042,0.467273231,0.166666667,0,0,O
decide,pretend,en,en,0.878685592,0.613963047,0.153846154,0,1,O
actualize,achieve,en,en,0.931680138,0.565989658,0.5,1,2,O
burglar,gang,en,en,0.974046216,0.525602865,0.363636364,0,3,O
absolutely,admit,en,en,0.944630743,0.553803576,0.266666667,1,5,O
incredible,ultimate,en,en,1.004562079,0.495461282,0.222222222,0,2,O
insects,fruit,en,en,1.007976225,0.492014141,0.333333333,0,2,O
molester,victim,en,en,0.924125906,0.572996494,0.142857143,0,2,O
burglar,victim,en,en,1.010626672,0.489320636,0,0,1,O
victim,accident,en,en,1.021297337,0.478496535,0.285714286,0,2,O
destroy,reclaim,en,en,0.946406192,0.552157835,0.142857143,0,0,O
destroy,locate,en,en,0.969979288,0.529557068,0.153846154,0,1,O
confusing,confusion,en,en,0.8296803,0.65581329,0.888888889,1,0,O
deport,immigrants,en,en,1.00234103,0.497656999,0.25,0,4,O
affluent,immigrants,en,en,1.019622803,0.480206954,0.333333333,0,2,O
grass,corn,en,en,1.044537802,0.454420453,0.222222222,0,1,O
galaxy,alien,en,en,1.031445762,0.468058639,0.363636364,0,1,O
alien,bizarre,en,en,1.040841688,0.458313955,0.333333333,0,2,O
remark,impression,en,en,0.953325847,0.545578424,0.25,0,4,O
actually,impression,en,en,1.001639097,0.498343587,0,0,2,O
impression,impressed,en,en,1.038182884,0.461071325,0.736842105,1,1,O
galaxy,constellation,en,en,0.977864807,0.521884033,0.210526316,0,7,O
discuss,compromise,en,en,0.981772122,0.518077312,0.235294118,0,3,O
insist,compromise,en,en,1.018859676,0.480945652,0.25,0,4,O
compromise,accord,en,en,1.037708765,0.461588099,0.375,0,4,O
delight,joy,en,en,0.889650105,0.604281184,0,0,4,O
comfort,joy,en,en,1.0461321,0.452836965,0.2,0,4,O
bicycle,automobile,en,en,0.945221514,0.553245668,0.470588235,0,3,O
automobile,wagon,en,en,1.021164262,0.478610893,0.266666667,0,5,O
observatory,astronomer,en,en,0.777476128,0.697787148,0.285714286,0,1,O
embarrassed,hurt,en,en,0.901562422,0.59357736,0.133333333,0,7,O
realize,hurt,en,en,0.947429106,0.551192373,0.181818182,0,3,O
hurt,regret,en,en,0.949201222,0.549508335,0.4,0,2,O
confusing,actually,en,en,0.930401483,0.567167494,0.235294118,0,1,O
lessons,lesson,en,en,0.745425469,0.722185455,0.923076923,1,1,O
admire,impressed,en,en,0.899868807,0.595111573,0.4,0,3,O
embarrassed,impressed,en,en,0.952238437,0.546595571,0.5,0,2,O
brilliant,impressed,en,en,0.968286368,0.531207467,0.111111111,0,0,O
invent,introduce,en,en,0.966683568,0.532768589,0.4,1,3,O
quiet,gentle,en,en,0.873503045,0.618495481,0.363636364,0,1,O
adopt,adoption,en,en,0.788071266,0.689487953,0.769230769,1,3,O
stamp,stationery,en,en,1.036568227,0.462759242,0.4,1,5,O
resumé,advertisement,en,en,0.994238166,0.505754268,0.315789474,0,7,O
cabin,wagon,en,en,1.003050622,0.496967379,0.4,0,0,O
comfort,cabin,en,en,1.014793619,0.485121173,0.166666667,1,2,O
cabin,chimney,en,en,1.039497532,0.459729809,0.5,1,2,O
quit,retire,en,en,0.858696984,0.631332928,0.2,0,2,O
resume,quit,en,en,0.993800347,0.506213354,0.2,0,2,O
quit,tired,en,en,0.999116735,0.500898605,0.222222222,0,1,O
decent,interesting,en,en,0.956562868,0.542486607,0.235294118,0,5,O
decent,terrific,en,en,0.958491252,0.54064121,0.285714286,0,2,O
decent,pathetic,en,en,0.977696037,0.52203594,0.285714286,0,2,O
bark,trunk,en,en,1.046602236,0.452361426,0.444444444,0,1,O
comfort,luxury,en,en,1.010669615,0.489306831,0.153846154,0,1,O
affluent,luxury,en,en,1.046940982,0.451977222,0.285714286,0,2,O
curious,fascinate,en,en,0.890041522,0.603897211,0.25,0,2,O
enormous,incredible,en,en,0.947004234,0.551615337,0.111111111,0,2,O
decoration,ceramic,en,en,1.016466704,0.483402696,0.470588235,0,3,O
sympathetic,nervous,en,en,0.973732319,0.525906644,0.111111111,0,4,O
grip,rope,en,en,0.997322856,0.502720052,0.5,0,0,O
cart,wagon,en,en,1.014457564,0.485454111,0.222222222,0,1,O
continue,retire,en,en,0.998467601,0.501508476,0.428571429,0,2,O
embarrassed,tired,en,en,0.911806679,0.584279438,0.375,0,6,O
pathetic,tired,en,en,0.923964842,0.573121662,0.307692308,0,3,O
glorious,brave,en,en,1.036329851,0.462989502,0.153846154,0,3,O
pathetic,bizarre,en,en,0.942789759,0.555548239,0.266666667,0,1,O
dinner,vacation,en,en,1.014813278,0.485068058,0.285714286,0,2,O
resume,resumé,en,en,0.962089991,0.537196555,0.833333333,1,0,O
fruit,bark,en,en,1.025744076,0.473935521,0.222222222,0,1,O
apology,regret,en,en,0.88813173,0.605603626,0.153846154,0,1,O
contemplate,necessity,en,en,0.959560535,0.539642488,0.2,0,2,O
integer,arithmetic,en,en,0.789139715,0.688633949,0.352941176,0,3,O
remark,quotation,en,en,0.941795955,0.556503981,0.133333333,0,3,O
quotation,instance,en,en,1.035966592,0.463377842,0.352941176,0,1,O
exotic,fascinate,en,en,1.006067319,0.493881759,0.133333333,0,3,O
delicate,exotic,en,en,1.020096584,0.479696621,0.428571429,0,2,O
exotic,bizarre,en,en,1.040300673,0.458857208,0.153846154,0,1,O
alarm,burglar,en,en,0.992372697,0.507593978,0.5,0,2,O
sympathetic,pathetic,en,en,1.046774197,0.452108468,0.842105263,0,3,O
sympathetic,impressed,en,en,1.047937512,0.45089931,0.3,0,2,O
excited,embarrassed,en,en,0.980134287,0.519654048,0.333333333,1,4,O
excited,moment,en,en,0.999033408,0.500953692,0.307692308,0,1,O
excited,curious,en,en,1.030313307,0.469228606,0.285714286,0,0,O
ceramic,vase,en,en,1.047946463,0.450899512,0.181818182,0,3,O
announce,celebrate,en,en,1.012467367,0.487437936,0.235294118,0,1,O
invite,announce,en,en,1.035789679,0.463550284,0.285714286,0,2,O
announce,retire,en,en,1.043874533,0.455142123,0.142857143,0,2,O
dare,pretend,en,en,0.968088725,0.531432066,0.363636364,0,3,O
insult,pathetic,en,en,0.893637661,0.600664568,0.142857143,0,2,O
insult,disgust,en,en,0.903357067,0.591959161,0.615384615,0,1,O
realize,disappear,en,en,0.956705984,0.542352972,0.25,0,2,O
ferocious,furious,en,en,0.912907268,0.583299881,0.75,1,2,O
magician,clown,en,en,1.003205139,0.496804919,0.307692308,0,3,O
tramp,clown,en,en,1.028000778,0.471624404,0,0,0,O
admit,regret,en,en,0.905326924,0.590173142,0.181818182,0,1,O
appoint,retire,en,en,1.024148715,0.475533657,0.153846154,0,1,O
appoint,decide,en,en,1.032320977,0.467139372,0.153846154,0,1,O
appoint,detain,en,en,1.040811755,0.458338602,0.461538462,0,1,O
cafeteria,grocery,en,en,0.992576722,0.507376191,0.375,0,2,O
vegetable,grocery,en,en,1.029345807,0.470244379,0.125,0,2,O
stationery,grocery,en,en,1.044444426,0.454582123,0.470588235,0,3,O
delicate,brilliant,en,en,1.009825648,0.490142156,0.470588235,0,1,O
delight,glorious,en,en,0.995273611,0.504727627,0.266666667,0,1,O
spectacles,gloves,en,en,1.041990648,0.457139349,0.375,0,4,O
delight,disgust,en,en,0.947547561,0.551108623,0.571428571,1,0,O
delight,fascinate,en,en,0.954234767,0.544718901,0.125,0,2,O
dynamite,explosion,en,en,1.019847498,0.479967028,0.117647059,0,1,O
obedience,necessity,en,en,1.009648974,0.49033652,0.333333333,0,0,O
invent,pretend,en,en,1.003933324,0.496068258,0.307692308,0,1,O
actualize,articulate,en,en,1.03601985,0.463324869,0.421052632,1,1,O
admire,fascinate,en,en,0.849121846,0.639484366,0.4,0,3,O
admire,regret,en,en,0.983776829,0.516090513,0.333333333,0,0,O
pathetic,pretend,en,en,0.929723685,0.567800088,0.4,1,1,O
molest,intoxicated,en,en,0.988042828,0.511901312,0.235294118,0,5,O
actualize,actuality,en,en,0.946433172,0.552127474,0.777777778,1,0,O
burglar,plumber,en,en,1.00624494,0.493751097,0.285714286,0,0,O
insist,contemplate,en,en,0.952158726,0.546688254,0.235294118,0,5,O
molest,detain,en,en,0.991555525,0.50840558,0.333333333,0,0,O
detain,investigate,en,en,0.992297405,0.507674673,0.235294118,0,5,O
escape,deport,en,en,1.020724542,0.479061672,0.333333333,0,0,O
allergic,preservative,en,en,0.993788131,0.506235602,0.3,0,4,O
juice,preservative,en,en,1.029735349,0.469887429,0.235294118,0,7,O
vegetable,preservative,en,en,1.041426056,0.457782131,0.19047619,0,3,O
molester,molest,en,en,0.779819704,0.695936791,0.857142857,1,2,O
molest,pretend,en,en,0.979424025,0.520368233,0.307692308,0,1,O
pretension,pathetic,en,en,1.010392562,0.489545465,0.444444444,1,2,O
blouse,demure,en,en,1.023033993,0.476698426,0.333333333,0,0,O
actualize,contemplate,en,en,0.959621764,0.539570662,0.3,0,2,O
historia,leyenda,es,es,1.03950113,0.459724967,0.133333333,0,1,O
forma,manera,es,es,0.641375514,0.794324074,0.363636364,0,1,O
familia,parientes,es,es,0.994780207,0.505184166,0.25,0,2,O
importante,mayor,es,es,1.045859881,0.453099239,0.4,0,5,O
agosto,diciembre,es,es,0.363456146,0.933949189,0,0,3,O
concierto,música,es,es,1.032908321,0.466553909,0.133333333,0,3,O
largo,ancho,es,es,0.947192979,0.551403978,0.4,0,0,O
momento,inmediatamente,es,es,0.97374204,0.525923991,0.476190476,0,7,O
tal,momento,es,es,1.003197887,0.496816046,0.2,0,4,O
momento,afortunadamente,es,es,1.003381084,0.4966221,0.454545455,0,8,O
observatorio,astrónomo,es,es,0.95968512,0.539519561,0.19047619,0,3,O
actualidad,actualmente,es,es,0.597525154,0.821479616,0.571428571,1,1,O
importancia,importante,es,es,0.862976164,0.627646976,0.761904762,1,1,O
interesante,importante,es,es,0.909782963,0.586141153,0.571428571,1,1,O
enorme,importante,es,es,1.041389144,0.457757977,0.375,0,4,O
finalmente,último,es,es,1.005983037,0.4940056,0.25,0,4,O
momento,último,es,es,1.033901577,0.465524318,0.307692308,0,1,O
tal,manera,es,es,0.98628283,0.513649426,0.222222222,0,3,O
manera,necesidad,es,es,1.030527035,0.469027131,0.4,0,3,O
inmediatamente,finalmente,es,es,0.844552225,0.643378109,0.666666667,0,4,O
afortunadamente,finalmente,es,es,0.988813299,0.511138581,0.64,0,5,O
finalmente,regresar,es,es,0.999697189,0.500326272,0.111111111,0,2,O
mucho,afortunadamente,es,es,0.99852359,0.501484602,0.1,0,10,O
tal,imaginar,es,es,1.008469395,0.491477854,0.181818182,0,5,O
fábrica,compañía,es,es,1.044585291,0.454388914,0.266666667,0,1,O
común,diferente,es,es,0.984341501,0.515588806,0.142857143,0,4,O
víctima,causa,es,es,0.958066861,0.541047931,0.333333333,0,2,O
anunciar,dar,es,es,0.971830767,0.527750559,0.363636364,0,5,O
bachiller,colegio,es,es,0.879194649,0.613501326,0.375,0,2,O
educado,colegio,es,es,1.017976689,0.481867347,0.285714286,0,0,O
minutos,minuto,es,es,0.723367465,0.738369387,0.923076923,1,1,O
minutos,hora,es,es,0.876399561,0.615968095,0.181818182,0,3,O
atmósfera,aire,es,es,1.00844456,0.491522518,0.307692308,1,5,O
importancia,contribución,es,es,1.039804568,0.459399716,0.260869565,0,1,O
gente,diversión,es,es,0.973738307,0.525920399,0.285714286,0,4,O
molestar,gente,es,es,1.036496927,0.462856961,0.307692308,0,3,O
lente,cámara,es,es,1.02749326,0.472144235,0,0,1,O
artista,abstracto,es,es,0.971998832,0.527601887,0.5,1,2,O
rosa,flor,es,es,0.981923266,0.517878922,0.25,0,0,O
demorar,hora,es,es,1.020674238,0.479111701,0.545454545,0,3,O
completo,íntegro,es,es,1.000385236,0.49962519,0.133333333,0,1,O
firma,contrato,es,es,0.922788031,0.574202352,0.307692308,0,3,O
fiesta,diversión,es,es,1.003650801,0.496330223,0.4,0,3,O
atención,atender,es,es,0.946163083,0.552406375,0.533333333,1,1,O
tal,objeto,es,es,1.048712544,0.450116518,0.222222222,0,3,O
memoria,recordar,es,es,0.974450168,0.525217318,0.533333333,0,1,O
inmediatamente,directamente,es,es,1.042200403,0.456895762,0.692307692,0,2,O
directamente,manera,es,es,1.046954287,0.451942495,0.222222222,0,6,O
directamente,instancia,es,es,1.048025515,0.450822832,0.380952381,0,3,O
fianza,dinero,es,es,0.976609748,0.523119752,0.333333333,0,0,O
ropa,dinero,es,es,1.044712176,0.454292118,0.4,0,2,O
evolución,introducción,es,es,1.003495725,0.496521041,0.571428571,0,3,O
chimpancé,humano,es,es,1.018240826,0.481595469,0.533333333,0,3,O
carta,noticia,es,es,1.031862578,0.467596408,0.333333333,0,2,O
carta,invitación,es,es,1.039881652,0.459314535,0.266666667,0,5,O
curso,afluente,es,es,1.015778086,0.484101299,0.153846154,0,3,O
resumen,nota,es,es,1.040481365,0.458664222,0.181818182,0,3,O
Advertencia,nota,es,es,1.046205716,0.452716922,0.266666667,0,7,O
espectáculos,concierto,es,es,1.035478474,0.463918656,0.285714286,0,3,O
concierto,celebrar,es,es,1.047877951,0.451006617,0.352941176,1,1,O
comodidad,necesidad,es,es,0.983596147,0.516285911,0.555555556,0,0,O
convicción,necesidad,es,es,1.015323382,0.484563594,0.210526316,0,1,O
insistir,necesidad,es,es,1.02705106,0.472584426,0.352941176,0,1,O
diferente,interesante,es,es,0.968993746,0.530521561,0.7,0,2,O
diferente,adaptar,es,es,1.045290615,0.453686855,0.25,0,2,O
curioso,famoso,es,es,0.973985092,0.525679666,0.461538462,0,1,O
favorito,famoso,es,es,0.998266357,0.501750247,0.571428571,1,2,O
impresionado,famoso,es,es,1.032093426,0.467427364,0.333333333,0,6,O
bachiller,abogado,es,es,1.013074242,0.486798913,0.25,0,2,O
accidente,chocar,es,es,0.983695044,0.516148486,0.133333333,0,3,O
barco,yate,es,es,0.852713657,0.636411933,0.222222222,0,1,O
barco,vagón,es,es,1.015166179,0.484672408,0.2,0,0,O
introducir,introducción,es,es,0.905426833,0.59010314,0.818181818,1,2,O
instancia,juicio,es,es,1.039183747,0.460088772,0.4,0,3,O
inmediatamente,furioso,es,es,1.040499568,0.458700037,0.095238095,0,7,O
dinamita,arma,es,es,1.034793448,0.464586916,0.5,0,4,O
pieza,máquina,es,es,1.04634166,0.452555132,0.333333333,0,2,O
pretensión,argumento,es,es,1.027440519,0.472145871,0.315789474,0,1,O
insistir,argumento,es,es,1.046063234,0.452858415,0.235294118,0,1,O
inventar,máquina,es,es,0.969189987,0.530313557,0.4,0,1,O
fruta,flor,es,es,0.956589081,0.542437256,0.444444444,1,1,O
lectura,impresión,es,es,0.999203728,0.500787661,0.125,0,2,O
librería,lectura,es,es,1.040546453,0.458629889,0.4,1,1,O
suceso,noticia,es,es,0.991567895,0.50836739,0.153846154,0,1,O
anunciar,noticia,es,es,1.004671285,0.495285769,0.533333333,0,1,O
determinar,decidir,es,es,0.835486792,0.650986269,0.352941176,1,3,O
determinar,examinar,es,es,0.884877715,0.608483467,0.666666667,0,2,O
determinar,describir,es,es,1.002534902,0.497460441,0.526315789,1,1,O
resumen,resumir,es,es,0.919997457,0.576774941,0.714285714,1,0,O
detener,escapar,es,es,0.863935594,0.626814376,0.285714286,0,0,O
desaparecer,aparecer,es,es,0.910200571,0.585756445,0.842105263,0,3,O
minuto,balón,es,es,1.001196784,0.498788517,0.181818182,0,1,O
aventura,diversión,es,es,0.966942827,0.532502653,0.352941176,0,1,O
curioso,interesante,es,es,0.790979526,0.687156832,0.222222222,0,4,O
magnífico,interesante,es,es,0.968703216,0.530794081,0.2,0,2,O
cerámica,decoración,es,es,0.964761338,0.534607904,0.333333333,0,2,O
concreto,tal,es,es,1.037117187,0.46221169,0.181818182,0,5,O
concreto,diferente,es,es,1.045636428,0.453338854,0.352941176,0,1,O
ropa,blusa,es,es,0.883952612,0.609296934,0.222222222,0,1,O
convicción,compromiso,es,es,0.969308991,0.530209747,0.3,1,0,O
detener,destruir,es,es,0.79509722,0.683914395,0.533333333,1,1,O
millón,billón,es,es,0.73491043,0.729948982,0.833333333,0,0,O
víctima,asesino,es,es,0.930709654,0.566876804,0.142857143,0,0,O
parada,taxi,es,es,0.980018342,0.519775958,0.2,0,2,O
magia,mago,es,es,0.845146981,0.642863941,0.666666667,1,1,O
magia,fascinar,es,es,1.026815845,0.47281549,0.461538462,0,3,O
nervioso,celular,es,es,1.027576537,0.472049243,0.266666667,0,1,O
terrorífico,asesino,es,es,1.015705381,0.484171293,0.222222222,0,4,O
espectáculos,diversión,es,es,1.002877465,0.497109104,0.19047619,0,3,O
constelación,galaxia,es,es,0.949016865,0.549685853,0.315789474,0,5,O
estampa,impresión,es,es,0.921750823,0.57518675,0.25,0,2,O
impreso,impresión,es,es,0.940954457,0.557289071,0.75,1,2,O
costumbre,fiesta,es,es,1.030754801,0.468782682,0.266666667,0,3,O
instancia,decidir,es,es,1.00494967,0.495076459,0.25,0,2,O
instancia,finalmente,es,es,1.022258333,0.477526411,0.315789474,0,1,O
embarazada,boda,es,es,0.937348889,0.560670408,0.428571429,0,6,O
enviar,contestar,es,es,0.96412005,0.535256912,0.4,0,3,O
localizar,enviar,es,es,0.97496762,0.524749557,0.4,0,3,O
marchar,enviar,es,es,0.982651317,0.517205199,0.307692308,0,1,O
curioso,dato,es,es,0.965244803,0.534123848,0.181818182,0,3,O
discriminación,violación,es,es,0.972674277,0.526965481,0.52173913,0,5,O
molesto,débil,es,es,1.029919409,0.469607793,0.166666667,0,2,O
blando,débil,es,es,1.039145582,0.460041324,0.363636364,0,1,O
excitado,débil,es,es,1.046624727,0.452262262,0.153846154,0,3,O
asistir,celebrar,es,es,0.869386675,0.622084099,0.266666667,0,1,O
celebrar,anunciar,es,es,0.917560516,0.579044583,0.375,0,0,O
jornalero,oficio,es,es,0.996402479,0.503568786,0.266666667,0,3,O
describir,resumir,es,es,0.951310144,0.547510349,0.5,0,2,O
introducir,describir,es,es,0.999240592,0.500763289,0.315789474,0,1,O
remarcar,recordar,es,es,0.891151216,0.602912535,0.5,1,0,O
ignorar,recordar,es,es,0.954042153,0.544897141,0.533333333,0,1,O
yarda,balón,es,es,1.04489677,0.454104175,0.2,0,0,O
asistir,atender,es,es,0.92317806,0.573882672,0.428571429,1,0,O
confusión,confuso,es,es,0.905535703,0.58998686,0.75,1,2,O
confusión,disgusto,es,es,1.041087066,0.4580781,0.235294118,0,1,O
adoptar,asumir,es,es,0.994365733,0.505618368,0.307692308,1,1,O
insistir,asumir,es,es,1.008491101,0.491472423,0.428571429,0,2,O
decidir,asumir,es,es,1.011993957,0.487956602,0.307692308,0,1,O
molesto,serio,es,es,0.986568295,0.513345033,0.166666667,0,2,O
curioso,serio,es,es,1.026641286,0.472995417,0.5,0,2,O
serio,insistir,es,es,1.036331371,0.463014555,0.307692308,0,3,O
investigar,detener,es,es,0.964763116,0.534629638,0.352941176,0,3,O
probar,realizar,es,es,0.990864436,0.509116472,0.428571429,0,2,O
mucho,lento,es,es,1.012652823,0.487259091,0.2,0,0,O
lento,delicado,es,es,1.032491637,0.466960335,0.307692308,0,3,O
introducir,adaptar,es,es,0.905338688,0.59016911,0.235294118,0,3,O
blando,grueso,es,es,1.048738666,0.450064035,0.166666667,0,0,O
curioso,extraordinario,es,es,1.038472547,0.460798853,0.285714286,0,7,O
retirar,enviar,es,es,0.988066587,0.511869108,0.615384615,0,1,O
nervioso,simpático,es,es,0.857521522,0.632320875,0.235294118,0,1,O
nervioso,apetito,es,es,1.040242919,0.458961318,0.4,0,1,O
adopción,adoptar,es,es,0.798737573,0.681014799,0.533333333,1,1,O
adaptar,adoptar,es,es,0.960455085,0.538754549,0.857142857,1,0,O
atender,contestar,es,es,0.960563475,0.538675801,0.375,0,2,O
insulto,discriminación,es,es,1.047114774,0.451795557,0.19047619,0,7,O
cómico,patético,es,es,1.032970624,0.466478197,0.428571429,0,2,O
cómico,risa,es,es,1.034976555,0.464378222,0.2,0,2,O
embarazada,consolar,es,es,0.961480088,0.537748335,0.222222222,0,2,O
trampa,engañar,es,es,0.906499895,0.589131427,0.153846154,0,1,O
farmacia,cafetería,es,es,1.011769499,0.488151587,0.235294118,0,1,O
curioso,casualidad,es,es,0.959261836,0.539899603,0.352941176,1,3,O
azar,casualidad,es,es,1.022182288,0.477558664,0.285714286,0,6,O
librero,impreso,es,es,1.02609407,0.473548913,0.571428571,0,0,O
librería,librero,es,es,0.82247682,0.661759087,0.8,1,1,O
librería,cafetería,es,es,1.02878558,0.470779193,0.470588235,0,1,O
desastre,desgracia,es,es,0.970307312,0.52926209,0.470588235,1,1,O
sopa,jamón,es,es,1.00667913,0.493299454,0.222222222,0,1,O
lección,lecciones,es,es,0.806731616,0.674603388,0.75,1,2,O
aritmética,lecciones,es,es,1.040786496,0.458384625,0.105263158,0,1,O
acompañar,invitar,es,es,0.965496064,0.533914033,0.25,0,2,O
acompañar,improvisar,es,es,0.993047849,0.50690959,0.421052632,0,1,O
acompañar,realizar,es,es,1.001090465,0.498917479,0.352941176,0,1,O
alarma,Advertencia,es,es,0.911332299,0.584745266,0.117647059,1,5,O
fascinar,increíble,es,es,0.977763704,0.522006479,0.352941176,0,1,O
jamón,grasa,es,es,1.023048811,0.476668701,0.2,0,0,O
inspección,examinar,es,es,1.035301487,0.464065492,0.222222222,0,2,O
dólar,billón,es,es,0.984110319,0.51578707,0.181818182,0,1,O
dólar,cotización,es,es,1.001383523,0.498646038,0.133333333,0,5,O
vaso,gota,es,es,0.959501011,0.539679492,0.25,0,0,O
apuntar,localizar,es,es,0.914531219,0.581802261,0.375,0,2,O
confeti,globos,es,es,1.022484562,0.47724782,0.153846154,0,1,O
asumir,depender,es,es,1.03551126,0.463863107,0.142857143,0,2,O
grosería,risa,es,es,1.026641296,0.472997768,0.5,0,4,O
contemplar,admirar,es,es,0.706104546,0.750714023,0.352941176,0,3,O
archivar,actualizar,es,es,0.953652237,0.545277141,0.222222222,1,2,O
reclamar,pretensión,es,es,0.998126415,0.501846111,0.222222222,0,2,O
reclamar,decidir,es,es,1.023165226,0.476582985,0.4,0,1,O
reclamar,insistir,es,es,1.032811275,0.466643403,0.125,0,0,O
feroz,furioso,es,es,0.977968302,0.521799851,0.5,1,2,O
obediencia,convicción,es,es,0.982599196,0.517270197,0.4,0,0,O
adaptar,acomodar,es,es,0.929521581,0.5680192,0.533333333,1,1,O
clon,destruir,es,es,1.046674166,0.452208458,0,0,4,O
introducir,distribuir,es,es,1.000215002,0.499796118,0.6,0,0,O
enviar,distribuir,es,es,1.010430572,0.489553467,0.25,0,4,O
realizar,distribuir,es,es,1.040161886,0.459072143,0.333333333,0,2,O
cafetería,taxi,es,es,1.047913183,0.450906468,0.153846154,0,5,O
molesto,impresionado,es,es,0.986461236,0.513457505,0.421052632,0,5,O
fascinar,impresionado,es,es,0.99155546,0.50842566,0.4,0,4,O
cartón,trapo,es,es,0.955413905,0.543604556,0.181818182,0,1,O
estampa,cartón,es,es,1.013066676,0.486857877,0.153846154,0,1,O
carpeta,cartón,es,es,1.044809073,0.454182634,0.615384615,1,1,O
afortunadamente,escapar,es,es,0.944707611,0.553762437,0.181818182,0,8,O
comodidad,confortar,es,es,0.978835604,0.520974599,0.444444444,1,0,O
comodidad,acomodar,es,es,0.990109686,0.509889846,0.705882353,0,1,O
molesto,furioso,es,es,0.93429483,0.563555517,0.428571429,0,0,O
blando,delicado,es,es,1.020332029,0.479433272,0.571428571,0,2,O
molestar,hable,es,es,1.024813471,0.474860598,0.307692308,0,3,O
pretensión,convicción,es,es,0.986814613,0.513078487,0.4,0,0,O
furioso,escapar,es,es,1.035189422,0.464203512,0.142857143,0,0,O
decepción,disgusto,es,es,0.899818037,0.595180817,0.235294118,1,1,O
vagón,tirado,es,es,1.025309709,0.474345941,0.181818182,0,1,O
molesto,confuso,es,es,0.953814274,0.545101986,0.428571429,0,0,O
confuso,interesante,es,es,1.025969858,0.473661947,0.222222222,0,4,O
fascinar,imaginar,es,es,0.957211826,0.541849157,0.625,0,0,O
insulto,molesto,es,es,0.993426459,0.506555036,0.428571429,0,0,O
estampa,autógrafo,es,es,1.017458151,0.482384608,0.25,0,2,O
ignorar,molestar,es,es,0.880923186,0.611998624,0.4,0,1,O
apuntar,ignorar,es,es,0.953120328,0.545762302,0.428571429,0,0,O
discutir,invitar,es,es,0.912371098,0.583791605,0.4,0,1,O
examinar,remover,es,es,0.978119149,0.521617577,0.4,0,1,O
fascinar,admirar,es,es,0.978925804,0.520874762,0.533333333,0,1,O
magnífico,admirar,es,es,0.995592673,0.504419369,0.25,0,2,O
dinamita,explosión,es,es,0.968899267,0.530591309,0.235294118,0,1,O
dinamita,trampa,es,es,1.037415881,0.46187493,0.428571429,0,2,O
insistir,resumir,es,es,0.973867635,0.525784459,0.4,0,1,O
simpático,patético,es,es,0.965157241,0.534232303,0.588235294,0,1,O
simpático,molesto,es,es,1.033840597,0.465574315,0.375,0,2,O
atender,acomodar,es,es,0.975017836,0.524718889,0.4,1,1,O
interesante,decente,es,es,1.002898644,0.497068279,0.333333333,0,4,O
decente,increíble,es,es,1.02822217,0.471381328,0.25,0,2,O
decente,diversión,es,es,1.048599232,0.450194355,0.375,1,2,O
pretender,quite,es,es,1.02302976,0.476726946,0.285714286,0,4,O
curioso,exótico,es,es,1.039222772,0.46001027,0.285714286,0,0,O
fascinar,exótico,es,es,1.046195718,0.452759248,0.133333333,0,1,O
terrorífico,bizarro,es,es,1.027348913,0.472310912,0.333333333,0,4,O
autógrafo,librero,es,es,1.021404357,0.478345219,0.25,0,2,O
remarcar,resumir,es,es,1.00193115,0.498060954,0.533333333,1,1,O
introducir,remarcar,es,es,1.010191338,0.48974827,0.333333333,0,2,O
adaptar,improvisar,es,es,1.021769196,0.477977905,0.352941176,0,3,O
inventar,improvisar,es,es,1.042346929,0.456728266,0.444444444,1,2,O
abatir,detener,es,es,0.972163073,0.527471396,0.307692308,0,1,O
grosería,patético,es,es,1.030094787,0.469471886,0.125,0,0,O
terrorífico,increíble,es,es,1.004094921,0.495938575,0.2,0,2,O
localizar,despistar,es,es,0.949168389,0.549553953,0.333333333,0,0,O
consolar,confortar,es,es,0.842182753,0.645359532,0.705882353,1,1,O
contagioso,alergico,es,es,1.023348699,0.476394716,0.222222222,0,2,O
deportar,escapar,es,es,1.038145972,0.461118403,0.533333333,0,1,O
confeti,diversión,es,es,1.03819935,0.461012104,0.125,0,2,O
exclamar,contestar,es,es,0.982895549,0.51698791,0.352941176,0,1,O
hurtar,engañar,es,es,0.915481283,0.580944098,0.307692308,0,1,O
vacación,diversión,es,es,1.029512059,0.470070018,0.470588235,0,1,O
atender,confortar,es,es,0.970197676,0.529393589,0.25,0,2,O
accidente,accident,es,en,0.84856358,0.639974018,0.941176471,1,1,C
acompañar,accompany,es,en,0.965524479,0.533860758,0.666666667,1,0,C
acrobático,acrobatic,es,en,1.039089784,0.46015525,0.842105263,1,1,C
activo,active,es,en,0.822037444,0.662150197,0.833333333,1,0,C
actividades,activities,es,en,0.865406621,0.625554379,0.761904762,1,1,C
admire,admirar,en,es,1.095819191,0.399615847,0.769230769,1,1,C
admit,admitir,en,es,1.053090628,0.445488258,0.833333333,1,2,C
adult,adulto,en,es,0.995191906,0.50481581,0.909090909,1,1,C
